Name,10th_marks,12th_marks,Stream,Skills,Interests,Personality,Recommended_Career
Ravi_5804,66,76,Arts,"Financial Analysis, Management, Marketing",Business,INTJ,Marketing Manager
Arun_5805,82,87,Science,"ML, Statistics, Networking",Tech,INFJ,Data Analyst
Ravi_5806,68,60,Science,"Accounting, Analytics, Marketing",Business,INTP,Accountant
Karan_5807,76,67,Science,"Writing, Film Making, Graphic Design",Art,INTJ,Graphic Designer
Aditi_5808,61,86,Commerce,"Analytics, Sales, Financial Analysis",Business,INFJ,Business Analyst
John_5809,68,95,Commerce,"Financial Analysis, Analytics, Management",Business,INTP,Accountant
Priya_5810,68,64,Arts,"Data Analysis, Python, Networking",Tech,ENTJ,AI Engineer
Arun_5811,61,61,Science,"Python, Deep Learning, Cybersecurity",Tech,INFJ,Data Analyst
Arun_5812,61,98,Science,"Networking, Statistics, Cybersecurity",Tech,INFJ,Data Scientist
Maya_5813,72,95,Science,"Deep Learning, Cybersecurity, Python",Tech,ENTJ,AI Engineer
Neha_5814,97,76,Commerce,"Python, ML, AI",Tech,INFP,Cybersecurity Analyst
Maya_5815,67,91,Arts,"Sales, Management, Analytics",Business,INTP,Marketing Manager
Sneha_5816,68,88,Commerce,"Excel, Analytics, Financial Analysis",Business,INTP,Marketing Manager
Aditi_5817,70,91,Commerce,"ML, AI, Deep Learning",Tech,INFP,Data Analyst
Priya_5818,66,77,Commerce,"Sales, Financial Analysis, Excel",Business,INTJ,Accountant
Karan_5819,67,99,Science,"Excel, Financial Analysis, Sales",Business,ESTJ,Business Analyst
Rahul_5820,67,67,Commerce,"ML, AI, Python",Tech,ISTJ,Cybersecurity Analyst
John_5821,98,75,Arts,"Networking, Python, Statistics",Tech,INFJ,Data Analyst
Ravi_5822,74,85,Commerce,"Analytics, Sales, Management",Business,INTJ,Marketing Manager
Maya_5823,74,73,Arts,"Sales, Accounting, Financial Analysis",Business,INTP,Accountant
John_5824,74,64,Arts,"Creativity, Adobe Suite, Storytelling",Art,INTJ,Graphic Designer
Karan_5825,91,69,Arts,"Data Analysis, Deep Learning, ML",Tech,ISTJ,Data Analyst
Maya_5826,65,73,Commerce,"Accounting, Marketing, Financial Analysis",Business,ENFP,Accountant
Ravi_5827,82,62,Science,"Film Making, Communication, Adobe Suite",Art,INFJ,Content Writer
Priya_5828,67,97,Commerce,"Writing, Creativity, Communication",Art,ISFP,Content Writer
Priya_5829,60,88,Commerce,"Cybersecurity, ML, Data Analysis",Tech,ISTJ,Cybersecurity Analyst
Rahul_5830,83,76,Arts,"AI, Cybersecurity, Data Analysis",Tech,ISTJ,Cybersecurity Analyst
Ravi_5831,79,91,Arts,"Python, ML, Data Analysis",Tech,ESTJ,Data Analyst
Karan_5832,88,75,Arts,"Python, Cybersecurity, Networking",Tech,INTJ,Data Scientist
Arun_5833,62,83,Science,"Excel, Sales, Accounting",Business,INTJ,Business Analyst
Neha_5834,62,77,Commerce,"Management, Financial Analysis, Marketing",Business,ISFP,Accountant
Maya_5835,98,75,Arts,"Sales, Management, Financial Analysis",Business,ISFP,Accountant
Maya_5836,100,99,Commerce,"ML, Deep Learning, Networking",Tech,INFJ,Cybersecurity Analyst
Neha_5837,95,97,Commerce,"Film Making, Storytelling, Adobe Suite",Art,ENTJ,Film Director
Arun_5838,80,75,Science,"Financial Analysis, Marketing, Accounting",Business,INFP,Accountant
Arun_5839,72,97,Commerce,"ML, AI, Cybersecurity",Tech,INTP,Data Scientist
Karan_5840,89,62,Commerce,"Cybersecurity, ML, Data Analysis",Tech,ENTJ,Data Analyst
Arun_5841,89,99,Science,"Sales, Excel, Management",Business,ISTJ,Accountant
Sneha_5842,76,66,Commerce,"Management, Accounting, Sales",Business,ENFP,Business Analyst
Priya_5843,71,79,Commerce,"Storytelling, Graphic Design, Creativity",Art,ESTJ,Graphic Designer
Rahul_5844,96,79,Arts,"Accounting, Management, Financial Analysis",Business,INTP,Marketing Manager
Sneha_5845,70,86,Science,"Analytics, Marketing, Financial Analysis",Business,ISTJ,Marketing Manager
Maya_5846,69,62,Commerce,"Excel, Accounting, Financial Analysis",Business,ESTJ,Business Analyst
Arun_5847,74,86,Science,"Communication, Writing, Creativity",Art,ESTJ,Content Writer
Sneha_5848,76,72,Commerce,"Analytics, Financial Analysis, Management",Business,ENFP,Accountant
Sneha_5849,71,62,Commerce,"Management, Financial Analysis, Analytics",Business,ENTJ,Business Analyst
Aditi_5850,100,97,Commerce,"Management, Sales, Marketing",Business,INTP,Marketing Manager
Sneha_5851,77,72,Science,"Financial Analysis, Marketing, Excel",Business,INFP,Marketing Manager
Rahul_5852,82,87,Science,"Communication, Graphic Design, Creativity",Art,INFJ,Graphic Designer
Aditi_5853,84,93,Science,"Networking, Deep Learning, Statistics",Tech,ISTJ,Data Analyst
Arun_5854,62,84,Arts,"Accounting, Sales, Financial Analysis",Business,ESTJ,Accountant
Sneha_5855,80,93,Commerce,"Python, ML, AI",Tech,INTJ,Data Analyst
Karan_5856,73,65,Arts,"Marketing, Financial Analysis, Excel",Business,ENFP,Accountant
Ravi_5857,100,84,Arts,"Storytelling, Graphic Design, Creativity",Art,ISTJ,Graphic Designer
John_5858,62,76,Commerce,"Analytics, Financial Analysis, Management",Business,INTJ,Accountant
Arun_5859,60,79,Arts,"Financial Analysis, Accounting, Excel",Business,ISTJ,Accountant
Aditi_5860,78,95,Science,"Statistics, AI, Networking",Tech,INFP,Data Analyst
John_5861,77,83,Science,"Management, Marketing, Financial Analysis",Business,INTJ,Business Analyst
John_5862,100,65,Science,"Accounting, Excel, Financial Analysis",Business,INFP,Business Analyst
Ravi_5863,84,82,Commerce,"Management, Accounting, Financial Analysis",Business,INFP,Accountant
Priya_5864,86,62,Arts,"Management, Analytics, Financial Analysis",Business,INTJ,Marketing Manager
Arun_5865,64,78,Arts,"Deep Learning, Cybersecurity, Python",Tech,INTJ,Cybersecurity Analyst
Neha_5866,65,66,Commerce,"Marketing, Sales, Excel",Business,INFJ,Accountant
Ravi_5867,64,63,Commerce,"ML, Statistics, AI",Tech,ISTJ,AI Engineer
Maya_5868,73,95,Arts,"Creativity, Film Making, Graphic Design",Art,INFJ,Graphic Designer
Priya_5869,83,80,Arts,"Networking, Deep Learning, Data Analysis",Tech,ISFP,Data Analyst
Ravi_5870,79,72,Science,"AI, Networking, Python",Tech,INFP,AI Engineer
Karan_5871,64,78,Commerce,"Graphic Design, Creativity, Communication",Art,ISFP,Graphic Designer
John_5872,65,62,Arts,"Writing, Graphic Design, Storytelling",Art,INTJ,Film Director
Sneha_5873,97,72,Arts,"Marketing, Sales, Analytics",Business,ISTJ,Accountant
Rahul_5874,97,93,Science,"Writing, Storytelling, Film Making",Art,ENTJ,Content Writer
Neha_5875,94,80,Science,"Data Analysis, Python, ML",Tech,INFP,Data Scientist
Priya_5876,66,95,Arts,"Python, Deep Learning, Cybersecurity",Tech,ENFP,Data Scientist
Rahul_5877,62,91,Science,"Writing, Film Making, Creativity",Art,ENTJ,Film Director
Rahul_5878,70,83,Arts,"Analytics, Accounting, Financial Analysis",Business,INFJ,Marketing Manager
Sneha_5879,98,90,Arts,"Financial Analysis, Management, Analytics",Business,ENFP,Marketing Manager
Priya_5880,97,65,Science,"ML, Cybersecurity, Statistics",Tech,INTP,AI Engineer
Rahul_5881,90,84,Commerce,"Creativity, Writing, Communication",Art,ISTJ,Graphic Designer
Sneha_5882,67,92,Arts,"Statistics, Python, Networking",Tech,ISTJ,Data Scientist
Ravi_5883,60,80,Science,"Adobe Suite, Writing, Graphic Design",Art,INFJ,Graphic Designer
Maya_5884,86,92,Commerce,"Analytics, Management, Marketing",Business,ENTJ,Marketing Manager
Arun_5885,69,99,Commerce,"Statistics, Deep Learning, Python",Tech,ESTJ,AI Engineer
Arun_5886,75,98,Science,"Statistics, AI, ML",Tech,ENFP,Data Scientist
Ravi_5887,82,84,Commerce,"Film Making, Graphic Design, Storytelling",Art,INTJ,Graphic Designer
Karan_5888,73,90,Commerce,"Statistics, Networking, Data Analysis",Tech,INFP,Data Scientist
Rahul_5889,66,81,Science,"Analytics, Financial Analysis, Management",Business,ENFP,Accountant
John_5890,79,75,Science,"Adobe Suite, Graphic Design, Creativity",Art,INTJ,Graphic Designer
Karan_5891,74,96,Commerce,"Management, Sales, Financial Analysis",Business,ISFP,Business Analyst
John_5892,96,66,Commerce,"Sales, Financial Analysis, Excel",Business,INFP,Business Analyst
Ravi_5893,98,67,Commerce,"Cybersecurity, Deep Learning, AI",Tech,INTP,Data Analyst
Maya_5894,78,97,Commerce,"Deep Learning, ML, AI",Tech,INFJ,Data Scientist
Karan_5895,69,95,Arts,"Storytelling, Writing, Communication",Art,INTP,Graphic Designer
Ravi_5896,96,81,Commerce,"Graphic Design, Film Making, Creativity",Art,INFP,Graphic Designer
Neha_5897,90,74,Science,"Analytics, Marketing, Accounting",Business,ESTJ,Accountant
Ravi_5898,78,85,Commerce,"Communication, Creativity, Writing",Art,INFP,Graphic Designer
Aditi_5899,77,78,Commerce,"Financial Analysis, Management, Excel",Business,INTP,Marketing Manager
Karan_5900,65,85,Arts,"Adobe Suite, Film Making, Communication",Art,ISTJ,Content Writer
Aditi_5901,91,85,Arts,"Sales, Financial Analysis, Accounting",Business,INFJ,Business Analyst
Neha_5902,76,99,Arts,"Graphic Design, Film Making, Writing",Art,INTP,Graphic Designer
Sneha_5903,81,80,Science,"Financial Analysis, Accounting, Sales",Business,ISFP,Business Analyst
Neha_5904,75,76,Science,"Marketing, Sales, Financial Analysis",Business,INFJ,Accountant
Karan_5905,64,65,Science,"ML, Statistics, Networking",Tech,ISFP,Data Analyst
Arun_5906,92,73,Arts,"Communication, Writing, Film Making",Art,INTP,Graphic Designer
Ravi_5907,96,64,Science,"Deep Learning, Data Analysis, Python",Tech,ENFP,Data Analyst
Maya_5908,76,96,Science,"Statistics, AI, Cybersecurity",Tech,ENTJ,Data Scientist
Rahul_5909,65,64,Commerce,"AI, Python, Data Analysis",Tech,INTP,Data Analyst
Maya_5910,86,68,Science,"Sales, Marketing, Financial Analysis",Business,INTP,Marketing Manager
Sneha_5911,72,76,Arts,"Management, Financial Analysis, Marketing",Business,INTJ,Marketing Manager
Aditi_5912,88,66,Commerce,"Networking, ML, Deep Learning",Tech,INFJ,Cybersecurity Analyst
Karan_5913,98,94,Arts,"Statistics, AI, Networking",Tech,ISFP,Cybersecurity Analyst
Priya_5914,68,68,Arts,"Management, Marketing, Financial Analysis",Business,INFJ,Marketing Manager
Ravi_5915,61,68,Science,"Management, Accounting, Marketing",Business,ISFP,Accountant
Sneha_5916,85,61,Arts,"Creativity, Writing, Storytelling",Art,INFJ,Graphic Designer
Aditi_5917,80,73,Arts,"Cybersecurity, Networking, ML",Tech,ISTJ,AI Engineer
John_5918,84,100,Commerce,"Python, AI, Deep Learning",Tech,ENTJ,Data Scientist
Maya_5919,62,86,Commerce,"Financial Analysis, Management, Excel",Business,ESTJ,Business Analyst
Ravi_5920,67,66,Science,"Graphic Design, Film Making, Adobe Suite",Art,ESTJ,Film Director
Karan_5921,94,100,Commerce,"Storytelling, Writing, Communication",Art,ISTJ,Content Writer
Neha_5922,70,60,Science,"Creativity, Storytelling, Communication",Art,ESTJ,Graphic Designer
John_5923,96,76,Commerce,"Adobe Suite, Storytelling, Creativity",Art,ESTJ,Film Director
Ravi_5924,71,79,Commerce,"Networking, Deep Learning, Data Analysis",Tech,INTP,Data Analyst
Neha_5925,79,87,Commerce,"AI, Cybersecurity, Deep Learning",Tech,ISFP,Cybersecurity Analyst
Neha_5926,100,79,Science,"Storytelling, Writing, Creativity",Art,INFJ,Graphic Designer
Priya_5927,78,98,Science,"Graphic Design, Writing, Film Making",Art,INFP,Content Writer
John_5928,62,85,Science,"AI, Python, Networking",Tech,ESTJ,Data Analyst
Arun_5929,80,63,Arts,"Management, Marketing, Accounting",Business,INTP,Business Analyst
Karan_5930,87,75,Science,"Creativity, Storytelling, Communication",Art,ENFP,Film Director
Maya_5931,64,77,Arts,"Accounting, Excel, Sales",Business,ENTJ,Marketing Manager
Aditi_5932,72,100,Science,"Marketing, Management, Excel",Business,INFJ,Business Analyst
Maya_5933,90,93,Arts,"Data Analysis, Statistics, ML",Tech,INTJ,Data Scientist
Priya_5934,79,78,Arts,"Data Analysis, Networking, Statistics",Tech,INTP,AI Engineer
Neha_5935,97,73,Science,"Analytics, Accounting, Marketing",Business,INTJ,Accountant
Rahul_5936,97,82,Arts,"Analytics, Accounting, Financial Analysis",Business,ENTJ,Marketing Manager
Aditi_5937,80,66,Science,"Graphic Design, Writing, Adobe Suite",Art,ISTJ,Graphic Designer
Aditi_5938,61,89,Science,"Sales, Analytics, Financial Analysis",Business,ENTJ,Business Analyst
Ravi_5939,94,85,Commerce,"Marketing, Accounting, Financial Analysis",Business,ISFP,Business Analyst
Neha_5940,98,70,Commerce,"Graphic Design, Writing, Storytelling",Art,ISTJ,Film Director
Sneha_5941,96,69,Arts,"Communication, Graphic Design, Creativity",Art,INFP,Graphic Designer
Sneha_5942,83,82,Arts,"Networking, ML, Cybersecurity",Tech,ENTJ,Data Scientist
Maya_5943,92,79,Science,"ML, Deep Learning, Networking",Tech,ISFP,Data Scientist
Neha_5944,90,71,Science,"Excel, Management, Sales",Business,ENFP,Business Analyst
Maya_5945,97,72,Science,"Excel, Management, Financial Analysis",Business,ENFP,Accountant
Priya_5946,100,92,Arts,"Deep Learning, Networking, Statistics",Tech,INTJ,AI Engineer
Neha_5947,80,83,Commerce,"Statistics, Python, ML",Tech,INTJ,Cybersecurity Analyst
Priya_5948,79,98,Arts,"Networking, Python, Cybersecurity",Tech,INTJ,AI Engineer
Maya_5949,96,81,Commerce,"Networking, Statistics, ML",Tech,INTJ,Data Scientist
Sneha_5950,67,87,Science,"Excel, Sales, Accounting",Business,ENFP,Business Analyst
Priya_5951,89,96,Science,"Analytics, Accounting, Financial Analysis",Business,ENFP,Accountant
Karan_5952,81,65,Arts,"AI, Python, Networking",Tech,INTJ,Data Analyst
John_5953,94,97,Science,"Adobe Suite, Storytelling, Communication",Art,INTJ,Film Director
Sneha_5954,90,79,Arts,"Film Making, Creativity, Storytelling",Art,ENFP,Graphic Designer
Arun_5955,84,99,Arts,"Excel, Accounting, Marketing",Business,INFJ,Marketing Manager
Neha_5956,95,82,Commerce,"Excel, Management, Sales",Business,ENTJ,Business Analyst
Priya_5957,87,72,Commerce,"Analytics, Financial Analysis, Sales",Business,ISFP,Marketing Manager
John_5958,83,79,Science,"Marketing, Financial Analysis, Sales",Business,INTJ,Accountant
Arun_5959,98,87,Science,"Networking, Statistics, Deep Learning",Tech,INFJ,Data Analyst
Aditi_5960,76,85,Arts,"Python, ML, Cybersecurity",Tech,ESTJ,Data Scientist
Maya_5961,89,63,Arts,"Management, Marketing, Sales",Business,ISFP,Accountant
John_5962,83,66,Science,"Python, ML, Networking",Tech,ENTJ,AI Engineer
Sneha_5963,63,85,Science,"Python, AI, Networking",Tech,INTP,Data Scientist
Ravi_5964,74,64,Arts,"Networking, ML, Cybersecurity",Tech,INTP,Data Analyst
Arun_5965,84,74,Arts,"Marketing, Management, Excel",Business,INTJ,Marketing Manager
Karan_5966,97,89,Commerce,"Graphic Design, Writing, Communication",Art,INFP,Graphic Designer
Priya_5967,73,89,Commerce,"ML, Cybersecurity, Statistics",Tech,ISFP,AI Engineer
Arun_5968,89,86,Science,"Accounting, Analytics, Excel",Business,ISFP,Accountant
Aditi_5969,78,74,Science,"Analytics, Sales, Financial Analysis",Business,INFP,Business Analyst
Maya_5970,62,79,Arts,"Data Analysis, Statistics, Python",Tech,INTJ,AI Engineer
Arun_5971,91,60,Arts,"Financial Analysis, Marketing, Accounting",Business,ESTJ,Business Analyst
John_5972,60,64,Science,"Deep Learning, Networking, Cybersecurity",Tech,ESTJ,Data Scientist
Maya_5973,75,71,Commerce,"Creativity, Film Making, Adobe Suite",Art,INTP,Content Writer
Karan_5974,81,79,Commerce,"Film Making, Communication, Storytelling",Art,ESTJ,Film Director
Priya_5975,81,95,Arts,"Networking, Statistics, Data Analysis",Tech,ISFP,Data Analyst
John_5976,83,85,Commerce,"Analytics, Accounting, Sales",Business,INFP,Accountant
Priya_5977,93,63,Arts,"Financial Analysis, Accounting, Sales",Business,ISFP,Business Analyst
Aditi_5978,84,66,Arts,"Management, Accounting, Analytics",Business,ISFP,Accountant
Maya_5979,85,91,Science,"Python, Deep Learning, Statistics",Tech,ESTJ,Data Analyst
Ravi_5980,96,72,Arts,"Sales, Analytics, Excel",Business,ISFP,Business Analyst
Aditi_5981,91,85,Commerce,"Sales, Accounting, Excel",Business,INFJ,Business Analyst
Priya_5982,81,75,Arts,"Cybersecurity, ML, Networking",Tech,ENTJ,Cybersecurity Analyst
John_5983,97,90,Arts,"Analytics, Financial Analysis, Management",Business,INTJ,Accountant
John_5984,88,71,Arts,"Creativity, Graphic Design, Storytelling",Art,ESTJ,Content Writer
Rahul_5985,62,64,Arts,"Adobe Suite, Graphic Design, Storytelling",Art,INTJ,Content Writer
Karan_5986,81,93,Arts,"Excel, Analytics, Sales",Business,ESTJ,Accountant
Sneha_5987,68,87,Commerce,"Creativity, Graphic Design, Communication",Art,INTJ,Content Writer
John_5988,66,67,Commerce,"Cybersecurity, Deep Learning, ML",Tech,ISFP,AI Engineer
Aditi_5989,92,91,Science,"Statistics, Deep Learning, AI",Tech,INFJ,Data Scientist
Arun_5990,94,78,Commerce,"Marketing, Accounting, Analytics",Business,INTP,Marketing Manager
Maya_5991,74,83,Commerce,"Financial Analysis, Sales, Excel",Business,INFJ,Accountant
Aditi_5992,81,92,Commerce,"Cybersecurity, Statistics, Python",Tech,ENTJ,AI Engineer
Rahul_5993,78,74,Commerce,"Film Making, Graphic Design, Writing",Art,ENFP,Content Writer
Maya_5994,90,80,Science,"Analytics, Accounting, Marketing",Business,ENTJ,Marketing Manager
Rahul_5995,61,69,Arts,"Management, Accounting, Analytics",Business,ENTJ,Marketing Manager
Arun_5996,65,86,Arts,"Analytics, Accounting, Marketing",Business,INTJ,Business Analyst
Sneha_5997,87,91,Arts,"Communication, Adobe Suite, Writing",Art,INFJ,Film Director
Arun_5998,72,73,Commerce,"AI, Networking, Statistics",Tech,ENTJ,Data Scientist
Aditi_5999,61,83,Arts,"Management, Accounting, Sales",Business,ENTJ,Accountant
Arun_6000,74,68,Arts,"Marketing, Excel, Sales",Business,INTJ,Business Analyst
Priya_6001,99,60,Commerce,"Storytelling, Writing, Graphic Design",Art,ISTJ,Content Writer
Maya_6002,93,79,Arts,"AI, Deep Learning, Python",Tech,ISFP,Data Scientist
Rahul_6003,75,95,Commerce,"Financial Analysis, Sales, Marketing",Business,ENFP,Business Analyst
Ravi_6004,61,93,Arts,"AI, Data Analysis, Python",Tech,ENTJ,Data Scientist
Arun_6005,90,71,Arts,"Storytelling, Graphic Design, Writing",Art,INTJ,Graphic Designer
Rahul_6006,78,92,Commerce,"Management, Financial Analysis, Marketing",Business,ESTJ,Business Analyst
Rahul_6007,71,77,Science,"Data Analysis, ML, Cybersecurity",Tech,ESTJ,Cybersecurity Analyst
Priya_6008,91,68,Science,"Creativity, Adobe Suite, Storytelling",Art,ISTJ,Film Director
Sneha_6009,92,60,Arts,"AI, Statistics, Cybersecurity",Tech,INFJ,Data Scientist
Maya_6010,84,67,Arts,"Film Making, Storytelling, Adobe Suite",Art,ENTJ,Content Writer
Sneha_6011,64,64,Commerce,"Statistics, Networking, Deep Learning",Tech,INTP,Data Analyst
Karan_6012,90,90,Arts,"ML, Cybersecurity, Statistics",Tech,ISFP,Cybersecurity Analyst
Neha_6013,71,78,Science,"Communication, Adobe Suite, Writing",Art,ENTJ,Graphic Designer
Priya_6014,62,93,Science,"Storytelling, Writing, Adobe Suite",Art,ISTJ,Content Writer
Arun_6015,98,98,Arts,"Marketing, Sales, Excel",Business,INTP,Business Analyst
Arun_6016,81,95,Science,"Writing, Storytelling, Film Making",Art,ISTJ,Film Director
Ravi_6017,61,84,Commerce,"Communication, Film Making, Writing",Art,INFJ,Graphic Designer
Ravi_6018,73,72,Science,"ML, Networking, Python",Tech,INTJ,Data Analyst
Priya_6019,71,84,Commerce,"Data Analysis, Deep Learning, ML",Tech,INFJ,AI Engineer
Sneha_6020,84,86,Science,"Sales, Management, Marketing",Business,ISTJ,Marketing Manager
Ravi_6021,75,82,Science,"Excel, Sales, Analytics",Business,ISTJ,Business Analyst
Aditi_6022,99,73,Arts,"Adobe Suite, Storytelling, Film Making",Art,ENFP,Graphic Designer
Rahul_6023,77,95,Science,"Management, Accounting, Marketing",Business,ENFP,Marketing Manager
Rahul_6024,64,70,Science,"Python, Cybersecurity, Statistics",Tech,ISTJ,Data Analyst
Neha_6025,94,71,Arts,"Creativity, Film Making, Storytelling",Art,INTJ,Content Writer
Maya_6026,68,62,Commerce,"Marketing, Management, Financial Analysis",Business,INTJ,Marketing Manager
Karan_6027,63,79,Commerce,"Adobe Suite, Storytelling, Film Making",Art,INTJ,Graphic Designer
Arun_6028,86,97,Science,"Sales, Excel, Financial Analysis",Business,ESTJ,Accountant
Sneha_6029,60,75,Arts,"Graphic Design, Writing, Communication",Art,ISTJ,Film Director
Aditi_6030,89,63,Commerce,"ML, Deep Learning, Cybersecurity",Tech,INFJ,Data Analyst
Sneha_6031,68,81,Science,"Creativity, Film Making, Adobe Suite",Art,INFJ,Content Writer
Maya_6032,80,71,Science,"Management, Excel, Sales",Business,ISTJ,Accountant
Maya_6033,80,89,Commerce,"Excel, Accounting, Sales",Business,INTJ,Marketing Manager
Rahul_6034,74,92,Science,"Networking, Data Analysis, Cybersecurity",Tech,INTP,Data Analyst
Sneha_6035,60,80,Science,"Python, Networking, Data Analysis",Tech,INFP,AI Engineer
Arun_6036,76,62,Arts,"Adobe Suite, Writing, Graphic Design",Art,INFP,Content Writer
Neha_6037,86,83,Science,"Film Making, Communication, Storytelling",Art,INFJ,Graphic Designer
Neha_6038,92,86,Commerce,"Financial Analysis, Analytics, Sales",Business,ISFP,Business Analyst
John_6039,75,70,Arts,"Python, Statistics, Cybersecurity",Tech,INTP,Data Analyst
John_6040,81,99,Science,"Sales, Accounting, Financial Analysis",Business,ENTJ,Business Analyst
Priya_6041,68,85,Science,"ML, Data Analysis, AI",Tech,INFP,Cybersecurity Analyst
Karan_6042,90,93,Commerce,"Cybersecurity, Statistics, ML",Tech,ENFP,AI Engineer
Neha_6043,62,87,Arts,"Financial Analysis, Analytics, Management",Business,INTJ,Marketing Manager
Maya_6044,86,67,Arts,"Excel, Marketing, Analytics",Business,INTP,Marketing Manager
Priya_6045,94,74,Commerce,"Marketing, Excel, Management",Business,INFP,Marketing Manager
Karan_6046,100,69,Commerce,"Writing, Film Making, Adobe Suite",Art,ISFP,Film Director
Maya_6047,86,63,Arts,"Writing, Graphic Design, Communication",Art,INFJ,Film Director
Maya_6048,86,72,Commerce,"Analytics, Financial Analysis, Accounting",Business,ENFP,Accountant
Maya_6049,90,77,Science,"Graphic Design, Film Making, Writing",Art,ESTJ,Film Director
John_6050,82,61,Science,"Excel, Financial Analysis, Marketing",Business,INTP,Marketing Manager
Aditi_6051,95,80,Commerce,"Film Making, Graphic Design, Creativity",Art,ISFP,Content Writer
Priya_6052,67,62,Commerce,"Graphic Design, Communication, Storytelling",Art,INTP,Film Director
Priya_6053,100,82,Commerce,"AI, Python, Data Analysis",Tech,ISTJ,Data Analyst
Priya_6054,85,99,Arts,"Film Making, Writing, Adobe Suite",Art,INFJ,Graphic Designer
Rahul_6055,74,96,Arts,"Film Making, Graphic Design, Creativity",Art,ENTJ,Graphic Designer
Sneha_6056,69,99,Arts,"Accounting, Sales, Management",Business,INTJ,Marketing Manager
Ravi_6057,60,77,Commerce,"Cybersecurity, Deep Learning, Python",Tech,ISFP,AI Engineer
Rahul_6058,82,76,Commerce,"Data Analysis, ML, Networking",Tech,ENFP,Cybersecurity Analyst
Rahul_6059,97,73,Arts,"Film Making, Writing, Creativity",Art,INFP,Content Writer
Neha_6060,88,76,Arts,"Communication, Writing, Creativity",Art,ISTJ,Content Writer
Sneha_6061,72,95,Arts,"Marketing, Excel, Sales",Business,ENFP,Marketing Manager
Neha_6062,78,98,Arts,"Marketing, Management, Analytics",Business,ISTJ,Accountant
Aditi_6063,87,78,Arts,"AI, Cybersecurity, Deep Learning",Tech,ENTJ,Cybersecurity Analyst
Arun_6064,97,96,Commerce,"Storytelling, Communication, Graphic Design",Art,ENFP,Content Writer
Ravi_6065,96,66,Arts,"AI, ML, Deep Learning",Tech,INTJ,Cybersecurity Analyst
Karan_6066,95,94,Arts,"Cybersecurity, Statistics, Python",Tech,ENTJ,Data Scientist
Priya_6067,86,83,Science,"ML, Statistics, Networking",Tech,INTJ,Cybersecurity Analyst
Priya_6068,89,93,Arts,"Networking, Python, Data Analysis",Tech,INTJ,Cybersecurity Analyst
Sneha_6069,79,68,Arts,"Writing, Graphic Design, Creativity",Art,ISTJ,Graphic Designer
Karan_6070,60,92,Arts,"Cybersecurity, Python, AI",Tech,INTJ,Cybersecurity Analyst
Priya_6071,89,62,Commerce,"Sales, Analytics, Marketing",Business,INTP,Business Analyst
Priya_6072,91,76,Arts,"Accounting, Analytics, Marketing",Business,INFJ,Marketing Manager
Aditi_6073,61,94,Arts,"Graphic Design, Writing, Storytelling",Art,INTJ,Graphic Designer
Ravi_6074,78,83,Science,"Python, Statistics, Networking",Tech,ESTJ,AI Engineer
Sneha_6075,70,97,Commerce,"Deep Learning, Statistics, AI",Tech,ENFP,AI Engineer
Ravi_6076,85,94,Science,"Film Making, Adobe Suite, Writing",Art,INFJ,Content Writer
Sneha_6077,72,85,Commerce,"ML, Python, AI",Tech,INFJ,Cybersecurity Analyst
Maya_6078,65,82,Commerce,"Writing, Graphic Design, Film Making",Art,ESTJ,Content Writer
Priya_6079,60,82,Science,"Python, Cybersecurity, Networking",Tech,ESTJ,AI Engineer
Priya_6080,98,77,Arts,"AI, Cybersecurity, Networking",Tech,ESTJ,Data Scientist
John_6081,73,74,Commerce,"Marketing, Financial Analysis, Accounting",Business,ENTJ,Business Analyst
Rahul_6082,85,78,Science,"Film Making, Creativity, Communication",Art,INFP,Graphic Designer
Maya_6083,93,66,Science,"Storytelling, Film Making, Graphic Design",Art,INFJ,Graphic Designer
Sneha_6084,73,82,Arts,"Financial Analysis, Analytics, Marketing",Business,ESTJ,Accountant
Karan_6085,85,88,Science,"Excel, Marketing, Accounting",Business,INTP,Business Analyst
Karan_6086,89,68,Arts,"AI, Deep Learning, Statistics",Tech,ESTJ,Cybersecurity Analyst
Sneha_6087,81,98,Arts,"ML, Statistics, Data Analysis",Tech,ISFP,Data Analyst
Sneha_6088,61,93,Arts,"Deep Learning, Networking, Statistics",Tech,ESTJ,AI Engineer
Priya_6089,75,98,Science,"Data Analysis, ML, AI",Tech,INTP,Cybersecurity Analyst
Maya_6090,83,70,Commerce,"Management, Analytics, Sales",Business,ESTJ,Marketing Manager
Karan_6091,72,87,Arts,"Deep Learning, AI, Networking",Tech,ISFP,Data Analyst
Priya_6092,75,95,Commerce,"Statistics, Python, Networking",Tech,ESTJ,Data Scientist
Maya_6093,68,95,Science,"Marketing, Excel, Financial Analysis",Business,ESTJ,Business Analyst
Ravi_6094,95,91,Commerce,"Graphic Design, Writing, Communication",Art,ISFP,Graphic Designer
Sneha_6095,97,92,Commerce,"Networking, Python, Statistics",Tech,ENTJ,Data Analyst
Arun_6096,77,99,Science,"Adobe Suite, Writing, Graphic Design",Art,INFP,Graphic Designer
Rahul_6097,68,69,Arts,"Excel, Sales, Management",Business,INFJ,Marketing Manager
Aditi_6098,86,74,Science,"Networking, Cybersecurity, Statistics",Tech,ISFP,Cybersecurity Analyst
Sneha_6099,81,91,Arts,"Cybersecurity, Data Analysis, Python",Tech,ISTJ,Data Scientist
